NOMBRE_DEPTO;COD_DISTRITO;NOMBRE_DISTRITO;COD_CE;NOMBRE_CE;SECTOR;ZONA;DOCENTES
AHUACHAPÁN;101;AHUACHAPÁN;10001;"CENTRO ESCOLAR  ""ISIDRO MENÉNDEZ""";PÚBLICO;Urbana;40
AHUACHAPÁN;101;AHUACHAPÁN;10002;"CENTRO ESCOLAR ""ALFREDO ESPINO""";PÚBLICO;Urbana;20
AHUACHAPÁN;101;AHUACHAPÁN;10003;CENTRO ESCOLAR ALEJANDRO DE HUMBOLDT;PÚBLICO;Urbana;27
AHUACHAPÁN;101;AHUACHAPÁN;10004;"CENTRO ESCOLAR ""1° DE JULIO DE 1823""";PÚBLICO;Urbana;23
AHUACHAPÁN;101;AHUACHAPÁN;10006;"CENTRO ESCOLAR ""RICARDO TRIGUEROS DE LEÓN""";PÚBLICO;Urbana;15
AHUACHAPÁN;101;AHUACHAPÁN;10007;"CENTRO ESCOLAR ""CARLOTA LEÓN VIUDA DE TRIGUEROS""";PÚBLICO;Urbana;9
AHUACHAPÁN;101;AHUACHAPÁN;10008;"ESCUELA DE EDUCACIÓN PARVULARIA ""MARÍA SALAZAR VIUDA DE MAGAÑA""";PÚBLICO;Urbana;11
AHUACHAPÁN;101;AHUACHAPÁN;10010;"CENTRO ESCOLAR ""CASERIO PUERTAS NEGRAS""";PÚBLICO;Rural;3
AHUACHAPÁN;101;AHUACHAPÁN;10011;"CENTRO ESCOLAR ""CANTON LOS HUATALES""";PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;10012;"CENTRO ESCOLAR ""BERNARDINO E. ZAMORA""";PÚBLICO;Rural;9
AHUACHAPÁN;101;AHUACHAPÁN;10013;"COMPLEJO EDUCATIVO ""GENERAL FABIO MORÁN""";PÚBLICO;Rural;27
AHUACHAPÁN;101;AHUACHAPÁN;10014;"COMPLEJO EDUCATIVO ""ISABEL CARRILLO DE BOLAÑOS""";PÚBLICO;Rural;11
AHUACHAPÁN;101;AHUACHAPÁN;10015;"CENTRO ESCOLAR ""PROFESOR RICARDO ARGUETA LINARES""";PÚBLICO;Rural;14
AHUACHAPÁN;101;AHUACHAPÁN;10016;"CENTRO ESCOLAR ""CANTON EL ROBLE""";PÚBLICO;Rural;10
AHUACHAPÁN;101;AHUACHAPÁN;10017;"CENTRO ESCOLAR ""CANTON EL JUNQUILLO""";PÚBLICO;Rural;7
AHUACHAPÁN;101;AHUACHAPÁN;10019;"CENTRO ESCOLAR ""CANTON ASHAPUCO""";PÚBLICO;Rural;13
AHUACHAPÁN;101;AHUACHAPÁN;10021;"CENTRO ESCOLAR ""CANTON SUNTECUMAT""";PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;10022;"CENTRO ESCOLAR ""CANTÓN LOS MAGUEYES""";PÚBLICO;Rural;28
AHUACHAPÁN;101;AHUACHAPÁN;10023;"CENTRO ESCOLAR ""DOCTOR RENE VIRGILIO CORNEJO GRANADOS""";PÚBLICO;Rural;24
AHUACHAPÁN;101;AHUACHAPÁN;10024;"CENTRO ESCOLAR ""CANTON PALO PIQUE""";PÚBLICO;Rural;7
AHUACHAPÁN;101;AHUACHAPÁN;10025;COMPLEJO EDUCATIVO CANTÓN RÍO FRÍO;PÚBLICO;Rural;12
AHUACHAPÁN;101;AHUACHAPÁN;10026;"CENTRO ESCOLAR ""ABELINA ARRIAZA""";PÚBLICO;Rural;4
AHUACHAPÁN;101;AHUACHAPÁN;10027;"COMPLEJO EDUCATIVO ""DOCTOR RAFAEL MEZA DELGADO""";PÚBLICO;Rural;13
AHUACHAPÁN;101;AHUACHAPÁN;10029;"CENTRO ESCOLAR ""CASERIO EL BOTADERO, CANTON EL ROBLE""";PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;10031;"COMPLEJO EDUCATIVO ""DOCTOR ARTURO ROMERO""";PÚBLICO;Rural;44
AHUACHAPÁN;101;AHUACHAPÁN;10032;"CENTRO ESCOLAR ""CANTON SANTA ROSA ACACALCO""";PÚBLICO;Rural;9
AHUACHAPÁN;101;AHUACHAPÁN;10033;COMPLEJO EDUCATIVO  HACIENDA LA LABOR;PÚBLICO;Rural;22
AHUACHAPÁN;101;AHUACHAPÁN;10037;"CENTRO ESCOLAR ""CASERIO LAS CHINITAS, C. LLANO DE LA LAGUNA""";PÚBLICO;Rural;11
AHUACHAPÁN;101;AHUACHAPÁN;10038;"CENTRO ESCOLAR ""COLONIA SANTA MARIA""";PÚBLICO;Urbana;20
AHUACHAPÁN;101;AHUACHAPÁN;10039;"CENTRO ESCOLAR ""CANTON LA DANTA""";PÚBLICO;Rural;7
AHUACHAPÁN;101;AHUACHAPÁN;10042;"CENTRO ESCOLAR ""CANTON SAN LAZARO""";PÚBLICO;Rural;7
AHUACHAPÁN;101;AHUACHAPÁN;10044;"CENTRO ESCOLAR ""CASERIO  RANCHO GRANDE, CANTON EL JUNQUILLO""";PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;10045;"CENTRO ESCOLAR ""HACIENDA ZACAMIL""";PÚBLICO;Rural;4
AHUACHAPÁN;101;AHUACHAPÁN;10047;"ESCUELA DE EDUCACION ESPECIAL ""DE AHUACHAPAN""";PÚBLICO;Urbana;6
AHUACHAPÁN;101;AHUACHAPÁN;10048;"CENTRO ESCOLAR ""COLONIA LAS VICTORIAS""";PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;10052;"INSTITUTO NACIONAL ""ALEJANDRO DE HUMBOLDT""";PÚBLICO;Urbana;73
AHUACHAPÁN;101;AHUACHAPÁN;10053;"INSTITUTO NACIONAL ""LUIS REYNALDO TOBAR""";PÚBLICO;Rural;9
AHUACHAPÁN;101;AHUACHAPÁN;10074;"CENTRO ESCOLAR ""COLONIA LAS VIÑAS, CANTON EL JUNQUILLO""";PÚBLICO;Rural;10
AHUACHAPÁN;101;AHUACHAPÁN;11017;"CENTRO ESCOLAR ""CASERÍO ATEHUECIA""";PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;14809;"CENTRO ESCOLAR ""COLONIA LAS PALMERAS""";PÚBLICO;Rural;3
AHUACHAPÁN;101;AHUACHAPÁN;14862;"CENTRO ESCOLAR ""CASERIO CALERA GRANDE, CANTON RIO FRIO""";PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;60001;CENTRO ESCOLAR CASERÍO LOS NANCES, CANTÓN EL TIGRE;PÚBLICO;Rural;1
AHUACHAPÁN;101;AHUACHAPÁN;60002;CENTRO ESCOLAR  CASERÍO CALAPA, CANTÓN EL TIGRE;PÚBLICO;Rural;7
AHUACHAPÁN;101;AHUACHAPÁN;60003;CENTRO ESCOLAR  CASERÍO EL DESVÍO, CANTÓN SANTA CRUZ;PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;60004;CENTRO ESCOLAR  CASERÍO SAN VENANCIO, CANTÓN EL JUNQUILLO;PÚBLICO;Rural;4
AHUACHAPÁN;101;AHUACHAPÁN;60005;CENTRO ESCOLAR CANTÓN SAN RAMÓN;PÚBLICO;Rural;#N/A
AHUACHAPÁN;101;AHUACHAPÁN;60006;CENTRO ESCOLAR  CASERÍO GUAYALTEPE, CANTÓN LOMA DE LA GLORIA;PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;60007;CENTRO ESCOLAR CASERÍO HACIENDA EL OBRAJUELO, CANTÓN RÍO FRÍO;PÚBLICO;Rural;8
AHUACHAPÁN;101;AHUACHAPÁN;60008;"COMPLEJO EDUCATIVO  ""CASERÍO LAS CUREÑAS, CANTÓN LOS TOLES""";PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;60009;CENTRO ESCOLAR HACIENDA SAN RAYMUNDO, CANTÓN LA COYOTERA;PÚBLICO;Rural;10
AHUACHAPÁN;101;AHUACHAPÁN;60010;CENTRO ESCOLAR CASERÍO TAHUAPA, CANTÓN EL JUNQUILLO;PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;60011;CENTRO ESCOLAR CANTÓN EL ANONAL;PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;60012;CENTRO ESCOLAR CANTÓN TACUBITA;PÚBLICO;Rural;3
AHUACHAPÁN;101;AHUACHAPÁN;60132;CENTRO ESCOLAR CASERÍO LOMA ALTA, CANTÓN LOMA DE LA GLORIA;PÚBLICO;Rural;6
AHUACHAPÁN;101;AHUACHAPÁN;60133;CENTRO ESCOLAR CASERÍO COLONIA VENECIA, CANTÓN LLANO DE LA LAGUNA;PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;60135;"CENTRO ESCOLAR CASERÍO LOS AREVALOS, CANTÓN EL ANONAL""";PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;60268;CENTRO ESCOLAR HACIENDA SAN CAYETANO, CANTON LLANO DE LA LAGUNA;PÚBLICO;Rural;4
AHUACHAPÁN;101;AHUACHAPÁN;60339;CENTRO ESCOLAR SANTA LUCÍA;PÚBLICO;Rural;2
AHUACHAPÁN;101;AHUACHAPÁN;86340;CENTRO ESCOLAR CASERÍO  NUEVO NANCE AMARILLO CANTÓN RIO FRIO;PÚBLICO;Rural;4
AHUACHAPÁN;101;AHUACHAPÁN;86348;CENTRO ESCOLAR CASERÍO NUEVO AMANECER, CANTÓN PALO PIQUE;PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;86488;CENTRO ESCOLAR CANTÓN LOS TOLES;PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;86489;CENTRO ESCOLAR CANTÓN  EL TIGRE;PÚBLICO;Rural;3
AHUACHAPÁN;101;AHUACHAPÁN;86490;CENTRO ESCOLAR HACIENDA EL CARMEN, CANTÓN RÍO FRÍO;PÚBLICO;Rural;5
AHUACHAPÁN;101;AHUACHAPÁN;86491;CENTRO ESCOLAR CASERÍO LOS PIN, CANTÓN LOS HUATALES;PÚBLICO;Rural;3
AHUACHAPÁN;101;AHUACHAPÁN;88001;"CENTRO ESCOLAR CATÓLICO ""SAN JOSE""";PÚBLICO;Urbana;27
AHUACHAPÁN;101;AHUACHAPÁN;88003;CENTRO ESCOLAR CATÓLICO JOSEFINO;PÚBLICO;Urbana;17
AHUACHAPÁN;101;AHUACHAPÁN;90038;"CENTRO ESCOLAR ""EL ESPINO""";PÚBLICO;Rural;7
AHUACHAPÁN;102;APANECA;10056;"ESCUELA DE EDUCACION PARVULARIA ""DE APANECA""";PÚBLICO;Urbana;5
AHUACHAPÁN;102;APANECA;10060;"INSTITUTO NACIONAL ""LICENCIADO JOSÉ DANIEL CARÍAS""";PÚBLICO;Urbana;8
AHUACHAPÁN;102;APANECA;10061;"CENTRO ESCOLAR ""GENERAL FRANCISCO MENÉNDEZ""";PÚBLICO;Urbana;21
AHUACHAPÁN;102;APANECA;60013;CENTRO ESCOLAR DOCTOR MARCO TULIO MAGAÑA;PÚBLICO;Rural;1
AHUACHAPÁN;102;APANECA;60014;CENTRO ESCOLAR  CASERÍO LAGUNA VERDE, CANTÓN PALO VERDE;PÚBLICO;Rural;3
AHUACHAPÁN;102;APANECA;60015;CENTRO ESCOLAR CANTÓN PALO VERDE;PÚBLICO;Rural;7
AHUACHAPÁN;102;APANECA;60018;CENTRO ESCOLAR  CASERÍO FINCA PRETORIA, CANTÓN TALTAPANCA;PÚBLICO;Rural;2
AHUACHAPÁN;102;APANECA;60020;CENTRO ESCOLAR CANTÓN TALTAPANCA;PÚBLICO;Rural;1
AHUACHAPÁN;102;APANECA;60021;CENTRO ESCOLAR CASERÍO SAN JORGE, CANTÓN SAN RAMONCITO;PÚBLICO;Rural;2
AHUACHAPÁN;102;APANECA;60137;CENTRO ESCOLAR CASERÍO COMUNIDAD REGALO DE DIOS, CANTÓN QUEZALAPA;PÚBLICO;Rural;3
AHUACHAPÁN;102;APANECA;86487;CENTRO ESCOLAR CASERÍO MONTE SAGRADO, CANTÓN QUEZALAPA ABAJO;PÚBLICO;Rural;1
AHUACHAPÁN;102;APANECA;88004;"CENTRO ESCOLAR CATÓLICO ""SAN ANDRES""";PÚBLICO;Urbana;9
AHUACHAPÁN;103;ATIQUIZAYA;10062;COMPLEJO EDUCATIVO CANTÓN IZCAQUILIO;PÚBLICO;Rural;19
AHUACHAPÁN;103;ATIQUIZAYA;10063;"CENTRO ESCOLAR ""CANTON EL SALITRERO""";PÚBLICO;Rural;12
AHUACHAPÁN;103;ATIQUIZAYA;10064;"CENTRO ESCOLAR ""LOMAS DE ALARCON""";PÚBLICO;Rural;10
AHUACHAPÁN;103;ATIQUIZAYA;10066;"CENTRO ESCOLAR ""CANTON RINCON GRANDE""";PÚBLICO;Rural;5
AHUACHAPÁN;103;ATIQUIZAYA;10067;"CENTRO ESCOLAR ""CANTON SAN JUAN EL ESPINO""";PÚBLICO;Rural;7
AHUACHAPÁN;103;ATIQUIZAYA;10069;"CENTRO ESCOLAR ""FRAY MARTIN DE PORRES""";PÚBLICO;Rural;2
AHUACHAPÁN;103;ATIQUIZAYA;10070;"CENTRO ESCOLAR ""CASERIO EL JICARO, CANTON ZUNCA""";PÚBLICO;Rural;4
AHUACHAPÁN;103;ATIQUIZAYA;10071;"CENTRO ESCOLAR ""CANTON EL TORTUGUERO""";PÚBLICO;Rural;5
AHUACHAPÁN;103;ATIQUIZAYA;10072;"ESCUELA DE EDUCACION ESPECIAL ""DE ATIQUIZAYA""";PÚBLICO;Urbana;5
AHUACHAPÁN;103;ATIQUIZAYA;10073;"INSTITUTO NACIONAL ""CORNELIO AZENÓN SIERRA""";PÚBLICO;Urbana;27
AHUACHAPÁN;103;ATIQUIZAYA;10075;"CENTRO ESCOLAR ""CANTON JOYA DEL ZAPOTE""";PÚBLICO;Rural;2
AHUACHAPÁN;103;ATIQUIZAYA;10076;"CENTRO ESCOLAR ""GENERAL FRANCISCO MENENDEZ""";PÚBLICO;Urbana;32
AHUACHAPÁN;103;ATIQUIZAYA;10077;"CENTRO ESCOLAR ""MERCEDES MONTERROSA DE CARCAMO""";PÚBLICO;Urbana;56
AHUACHAPÁN;103;ATIQUIZAYA;10079;"COMPLEJO EDUCATIVO ""ANTONIO JOSÉ DE SUCRE""";PÚBLICO;Urbana;12
AHUACHAPÁN;103;ATIQUIZAYA;10082;"CENTRO ESCOLAR ""CANTON LA ESPERANZA""";PÚBLICO;Rural;3
AHUACHAPÁN;103;ATIQUIZAYA;10083;"CENTRO ESCOLAR ""CANTON  JOYA DEL PLATANAR""";PÚBLICO;Rural;4
AHUACHAPÁN;103;ATIQUIZAYA;60023;CENTRO ESCOLAR CANTÓN PEPENANCE;PÚBLICO;Rural;8
AHUACHAPÁN;103;ATIQUIZAYA;60025;CENTRO ESCOLAR CANTÓN EL TAPACÚN;PÚBLICO;Rural;2
AHUACHAPÁN;103;ATIQUIZAYA;60108;CENTRO ESCOLAR  CANTÓN EL CHAYAL;PÚBLICO;Rural;3
AHUACHAPÁN;103;ATIQUIZAYA;88005;"COMPLEJO EDUCATIVO CATÓLICO ""SANTA TERESITA""";PÚBLICO;Urbana;20
AHUACHAPÁN;104;ATACO;10085;"CENTRO ESCOLAR ""CANTON SHUCUTITAN""";PÚBLICO;Rural;5
AHUACHAPÁN;104;ATACO;10087;"CENTRO ESCOLAR ""CANTON LOS TABLONES""";PÚBLICO;Rural;4
AHUACHAPÁN;104;ATACO;10090;"CENTRO ESCOLAR ""CANTON  JOYA DE LOS APANTES""";PÚBLICO;Rural;2
AHUACHAPÁN;104;ATACO;10091;"ESCUELA DE EDUCACION PARVULARIA ""DE CONCEPCION DE ATACO""";PÚBLICO;Urbana;2
AHUACHAPÁN;104;ATACO;10094;"CENTRO ESCOLAR ""CANTON LA CEIBA ABAJO""";PÚBLICO;Rural;2
AHUACHAPÁN;104;ATACO;10095;"COMPLEJO EDUCATIVO ""ANTONIO J. ALFARO""";PÚBLICO;Urbana;46
AHUACHAPÁN;104;ATACO;60027;CENTRO ESCOLAR  CASERÍO EL ESPINO, CANTÓN LA CEIBA.;PÚBLICO;Rural;1
AHUACHAPÁN;104;ATACO;60029;CENTRO ESCOLAR CASERÍO TEAPAN, CANTÓN SAN JOSÉ;PÚBLICO;Rural;2
AHUACHAPÁN;104;ATACO;60031;CENTRO ESCOLAR  CASERÍO  EL CHIRIZO, CANTÓN TEXUZIN;PÚBLICO;Rural;5
AHUACHAPÁN;104;ATACO;60032;CENTRO ESCOLAR CANTÓN EL ARCO;PÚBLICO;Rural;1
AHUACHAPÁN;104;ATACO;60033;CENTRO ESCOLAR CANTÓN EL LIMO;PÚBLICO;Rural;1
AHUACHAPÁN;104;ATACO;60034;CENTRO ESCOLAR CANTÓN  EL NARANJITO;PÚBLICO;Rural;2
AHUACHAPÁN;104;ATACO;60035;CENTRO ESCOLAR FINCA MATALA, CANTÓN EL NARANJITO;PÚBLICO;Rural;2
AHUACHAPÁN;104;ATACO;88006;"COMPLEJO EDUCATIVO  CATÓLICO ""SAN FRANCISCO""";PÚBLICO;Urbana;24
AHUACHAPÁN;105;EL REFUGIO;10097;"CENTRO ESCOLAR ""FRANCISCO GAVIDIA""";PÚBLICO;Urbana;31
AHUACHAPÁN;105;EL REFUGIO;10098;"CENTRO ESCOLAR ""COLONIA EL ANGEL""";PÚBLICO;Rural;4
AHUACHAPÁN;105;EL REFUGIO;10117;INSTITUTO NACIONAL DE EL REFUGIO;PÚBLICO;Urbana;8
AHUACHAPÁN;105;EL REFUGIO;14828;"CENTRO ESCOLAR ""COMUNIDAD EL REFUGIO""";PÚBLICO;Rural;5
AHUACHAPÁN;105;EL REFUGIO;60208;"CENTRO ESCOLAR ""CASERIO COMUNIDAD SAN JUAN LA CEIBA, C. SAN ANTONIO""";PÚBLICO;Rural;2
AHUACHAPÁN;105;EL REFUGIO;86553;CENTRO ESCOLAR CANTÓN EL ROSARIO;PÚBLICO;Rural;5
AHUACHAPÁN;105;EL REFUGIO;88007;"CENTRO ESCOLAR CATÓLICO ""NUESTRA SEÑORA DEL REFUGIO""";PÚBLICO;Urbana;11
AHUACHAPÁN;106;GUAYMANGO;10099;CENTRO ESCOLAR DE GUAYMANGO;PÚBLICO;Urbana;18
AHUACHAPÁN;106;GUAYMANGO;10101;"CENTRO ESCOLAR ""CANTON PLATANARES""";PÚBLICO;Rural;9
AHUACHAPÁN;106;GUAYMANGO;10105;"CENTRO ESCOLAR ""HACIENDA SAN MARTIN Y LARIN""";PÚBLICO;Rural;8
AHUACHAPÁN;106;GUAYMANGO;10616;INSTITUTO NACIONAL DE GUAYMANGO;PÚBLICO;Rural;11
AHUACHAPÁN;106;GUAYMANGO;10909;"CENTRO ESCOLAR ""CASERÍO LOS ESCALANTE""";PÚBLICO;Rural;2
AHUACHAPÁN;106;GUAYMANGO;60036;CENTRO ESCOLAR CASERÍO CASHAGUA, CANTÓN CAUTA ARRIBA;PÚBLICO;Rural;2
AHUACHAPÁN;106;GUAYMANGO;60037;CENTRO ESCOLAR CANTÓN CAUTA ARRIBA;PÚBLICO;Rural;8
AHUACHAPÁN;106;GUAYMANGO;60038;CENTRO ESCOLAR CASERÍO LOS RIVAS, CANTÓN CAUTA ABAJO;PÚBLICO;Rural;5
AHUACHAPÁN;106;GUAYMANGO;60039;CENTRO ESCOLAR CANTÓN EL ESCALÓN;PÚBLICO;Rural;4
AHUACHAPÁN;106;GUAYMANGO;60040;CENTRO ESCOLAR CASERÍO MORRO GRANDE, CANTÓN EL ZARZAL;PÚBLICO;Rural;5
AHUACHAPÁN;106;GUAYMANGO;60041;CENTRO ESCOLAR  CANTÓN EL ZARZAL;PÚBLICO;Rural;2
AHUACHAPÁN;106;GUAYMANGO;60042;CENTRO ESCOLAR CANTÓN  ISTAGAPÁN;PÚBLICO;Rural;5
AHUACHAPÁN;106;GUAYMANGO;60044;CENTRO ESCOLAR  CASERÍO SANTA ELENA, CANTÓN SAN MARTÍN;PÚBLICO;Rural;5
AHUACHAPÁN;106;GUAYMANGO;60045;"CENTRO ESCOLAR  CASERÍO LOS GUARDADOS, CANTÓN SAN MARTIN""";PÚBLICO;Rural;1
AHUACHAPÁN;106;GUAYMANGO;60047;COMPLEJO EDUCATIVO  CASERÍO EL ROSARIO, CANTÓN EL ROSARIO;PÚBLICO;Rural;4
AHUACHAPÁN;106;GUAYMANGO;60048;CENTRO ESCOLAR CANTÓN LOS PUENTECITOS;PÚBLICO;Rural;3
AHUACHAPÁN;106;GUAYMANGO;60049;CENTRO ESCOLAR CANTÓN LA ESPERANZA;PÚBLICO;Rural;3
AHUACHAPÁN;106;GUAYMANGO;60050;CENTRO ESCOLAR CANTÓN LA PAZ;PÚBLICO;Rural;6
AHUACHAPÁN;106;GUAYMANGO;60051;CENTRO ESCOLAR CANTÓN EL CARMEN;PÚBLICO;Rural;3
AHUACHAPÁN;106;GUAYMANGO;60052;CENTRO ESCOLAR CANTÓN SAN ANDRÉS;PÚBLICO;Rural;6
AHUACHAPÁN;106;GUAYMANGO;86343;CENTRO ESCOLAR CASERÍO LAS CUEVITAS, CANTÓN EL ROSARIO;PÚBLICO;Rural;3
AHUACHAPÁN;107;JUJUTLA;10108;"CENTRO ESCOLAR ""CANTON GUAYAPA ABAJO""";PÚBLICO;Rural;13
AHUACHAPÁN;107;JUJUTLA;10109;"CENTRO ESCOLAR ""FINCA EL SALTO""";PÚBLICO;Rural;4
AHUACHAPÁN;107;JUJUTLA;10110;"COMPLEJO EDUCATIVO ""COLONIA NUEVA""";PÚBLICO;Rural;15
AHUACHAPÁN;107;JUJUTLA;10111;"CENTRO ESCOLAR ""HACIENDA HOJA DE SAL""";PÚBLICO;Rural;2
AHUACHAPÁN;107;JUJUTLA;10112;"CENTRO ESCOLAR ""CASERIO LOS CALDERON""";PÚBLICO;Rural;4
AHUACHAPÁN;107;JUJUTLA;10113;"CENTRO ESCOLAR ""CASERIO CUILAPA""";PÚBLICO;Rural;3
AHUACHAPÁN;107;JUJUTLA;10114;"CENTRO ESCOLAR ""CASERIO EL CARMEN""";PÚBLICO;Rural;4
AHUACHAPÁN;107;JUJUTLA;10115;"CENTRO ESCOLAR ""CANTON ZAPUA""";PÚBLICO;Rural;1
AHUACHAPÁN;107;JUJUTLA;10118;"CENTRO ESCOLAR ""CASERIO EL MANGO""";PÚBLICO;Rural;5
AHUACHAPÁN;107;JUJUTLA;10119;"CENTRO ESCOLAR ""HACIENDA LAS DELICIAS""";PÚBLICO;Rural;7
AHUACHAPÁN;107;JUJUTLA;10120;"CENTRO ESCOLAR ""DOCTOR SIXTO ALBERTO PADILLA""";PÚBLICO;Urbana;12
AHUACHAPÁN;107;JUJUTLA;10121;"CENTRO ESCOLAR ""LEOPOLDO MAYEN TORRES""";PÚBLICO;Rural;9
AHUACHAPÁN;107;JUJUTLA;10122;"CENTRO ESCOLAR ""CANTON SAN ANTONIO""";PÚBLICO;Rural;5
AHUACHAPÁN;107;JUJUTLA;10707;"COMPLEJO EDUCATIVO ""BARRA DE SANTIAGO""";PÚBLICO;Rural;15
AHUACHAPÁN;107;JUJUTLA;10755;"INSTITUTO NACIONAL ""TÉCNICO VOCACIONAL DE JUJUTLA""";PÚBLICO;Rural;9
AHUACHAPÁN;107;JUJUTLA;13607;"INSTITUTO NACIONAL ""DE JUJUTLA""";PÚBLICO;Urbana;7
AHUACHAPÁN;107;JUJUTLA;14861;"CENTRO ESCOLAR ""COLONIA EL COCALITO, CANTON  SAN ANTONIO""";PÚBLICO;Rural;8
AHUACHAPÁN;107;JUJUTLA;60053;CENTRO ESCOLAR  CASERÍO AHUACHAPIO, CANTÓN LA FALLA;PÚBLICO;Rural;6
AHUACHAPÁN;107;JUJUTLA;60054;CENTRO ESCOLAR CASERÍO EL ESCONDIDO, CANTÓN LA FALLA;PÚBLICO;Rural;2
AHUACHAPÁN;107;JUJUTLA;60055;CENTRO ESCOLAR CASERÍO EL TRIUNFO, CANTÓN GUAYAPA ARRIBA;PÚBLICO;Rural;3
AHUACHAPÁN;107;JUJUTLA;60056;CENTRO ESCOLAR CASERÍO VALLE NUEVO, CANTÓN GUAYAPA ABAJO;PÚBLICO;Rural;2
AHUACHAPÁN;107;JUJUTLA;60057;CENTRO ESCOLAR CANTÓN EL DIAMANTE;PÚBLICO;Rural;6
AHUACHAPÁN;107;JUJUTLA;60058;CENTRO ESCOLAR  CASERÍO LA LOMA, CANTÓN LOS AMATES;PÚBLICO;Rural;4
AHUACHAPÁN;107;JUJUTLA;60059;CENTRO ESCOLAR  CANTÓN TIHUICHA;PÚBLICO;Rural;5
AHUACHAPÁN;107;JUJUTLA;60061;CENTRO ESCOLAR CASERÍO SAN ANTONIO EN MEDIO, CANTÓN SAN ANTONIO;PÚBLICO;Rural;4
AHUACHAPÁN;107;JUJUTLA;60139;CENTRO ESCOLAR CANTÓN ROSARIO ARRIBA;PÚBLICO;Rural;3
AHUACHAPÁN;107;JUJUTLA;60259;CENTRO ESCOLAR CASERÍO GUAYAPA ARRIBA, CANTÓN GUAYAPA ARRIBA;PÚBLICO;Rural;2
AHUACHAPÁN;107;JUJUTLA;60266;CENTRO ESCOLAR CASERÍO EL QUEBRACHO, CANTÓN SAN ANTONIO;PÚBLICO;Rural;6
AHUACHAPÁN;107;JUJUTLA;86146;CENTRO ESCOLAR CASERÍO LOS VÁSQUEZ, CANTÓN DIAMANTE ARRIBA;PÚBLICO;Rural;3
AHUACHAPÁN;107;JUJUTLA;86341;CENTRO ESCOLAR CASERÍO EL PARAISO,CANTÓN SAN JOSÉ EL NARANJO;PÚBLICO;Rural;3
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10059;INSTITUTO NACIONAL CANTÓN CARA SUCIA;PÚBLICO;Rural;12
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10125;CENTRO ESCOLAR CANTÓN EL ZAPOTE;PÚBLICO;Rural;11
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10127;"CENTRO ESCOLAR ""HACIENDA NUEVA YORK""";PÚBLICO;Rural;4
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10129;"CENTRO ESCOLAR ""CASERIO SANTA ELENA""";PÚBLICO;Rural;3
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10131;CENTRO ESCOLAR CASERÍO EL CASTAÑO;PÚBLICO;Rural;7
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10132;"CENTRO ESCOLAR ""COLONIA  NUEVA ESPERANZA""";PÚBLICO;Rural;3
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10134;"COMPLEJO EDUCATIVO ""CANTÓN LA HACHADURA""";PÚBLICO;Rural;9
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10136;"CENTRO ESCOLAR ""HACIENDA EL AMATAL""";PÚBLICO;Rural;3
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10138;"CENTRO ESCOLAR ""CANTON CARA SUCIA""";PÚBLICO;Rural;22
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10139;"COMPLEJO EDUCATIVO ""GARITA PALMERA""";PÚBLICO;Rural;10
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10141;COMPLEJO EDUCATIVO CASERÍO PUENTE ARCE, CANTÓN EL JOCOTILLO;PÚBLICO;Rural;16
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10142;"CENTRO ESCOLAR ""HACIENDA BOLA DE MONTE""";PÚBLICO;Rural;6
AHUACHAPÁN;108;SAN FRANCISCO MENÉNDEZ;10143;"CENTRO ESCOLAR ""CASERIO MENDEZ""";PÚBLICO;Rural;11
